company,url,aTag,aTagText,aTagContent,href,keys,attributes,key_attr,trun_href,candidateMatch
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_retail/job/875-Highland-Rd-W-Kitchener-ON/Cashier---Part-Time--Day_R2000042338"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Cashier - Part Time, Day</div></a>","<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_retail/job/875-Highland-Rd-W-Kitchener-ON/Cashier---Part-Time--Day_R2000042338"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Cashier - Part Time, Day</div></a>","Cashier - Part Time, Day",https://myview.wd3.myworkdayjobs.com/loblaw_retail/job/875-Highland-Rd-W-Kitchener-ON/Cashier---Part-Time--Day_R2000042338,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://myview.wd3.myworkdayjobs.com/loblaw_retail/job/875-Highland-Rd-W-Kitchener-ON/Cashier---Part-Time--Day_R2000042338', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://myview.wd3.myworkdayjobs.com/loblaw_retail/job/875-Highland-Rd-W-Kitchener-ON/Cashier---Part-Time--Day_R2000042338', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://myview.wd3.mywork,1.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/120-boul-Arthabaska-Victoriaville-QC/Caissier-re--TP_R2000042511"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>","<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/120-boul-Arthabaska-Victoriaville-QC/Caissier-re--TP_R2000042511"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>",Caissier(ère) TP,https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/120-boul-Arthabaska-Victoriaville-QC/Caissier-re--TP_R2000042511,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/120-boul-Arthabaska-Victoriaville-QC/Caissier-re--TP_R2000042511', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/120-boul-Arthabaska-Victoriaville-QC/Caissier-re--TP_R2000042511', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://myview.wd3.mywork,1.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/86-boul-Brien-Repentigny-QC/Caissier-re--TP_R2000042531"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>","<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/86-boul-Brien-Repentigny-QC/Caissier-re--TP_R2000042531"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>",Caissier(ère) TP,https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/86-boul-Brien-Repentigny-QC/Caissier-re--TP_R2000042531,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/86-boul-Brien-Repentigny-QC/Caissier-re--TP_R2000042531', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/86-boul-Brien-Repentigny-QC/Caissier-re--TP_R2000042531', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://myview.wd3.mywork,1.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/92-boul-Cardinal-Leger-Pincourt-QC/Caissier-re--TP_R2000042600"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>","<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/92-boul-Cardinal-Leger-Pincourt-QC/Caissier-re--TP_R2000042600"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>",Caissier(ère) TP,https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/92-boul-Cardinal-Leger-Pincourt-QC/Caissier-re--TP_R2000042600,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/92-boul-Cardinal-Leger-Pincourt-QC/Caissier-re--TP_R2000042600', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/92-boul-Cardinal-Leger-Pincourt-QC/Caissier-re--TP_R2000042600', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://myview.wd3.mywork,1.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/3880-boul-Harvey-Jonquiere-QC/Caissier-re--TP_R2000042654"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>","<a aria-label="""" class=""link"" href=""https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/3880-boul-Harvey-Jonquiere-QC/Caissier-re--TP_R2000042654"" rel=""noreferrer"" target=""_blank""><div class=""h3"">Caissier(ère) TP</div></a>",Caissier(ère) TP,https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/3880-boul-Harvey-Jonquiere-QC/Caissier-re--TP_R2000042654,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/3880-boul-Harvey-Jonquiere-QC/Caissier-re--TP_R2000042654', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://myview.wd3.myworkdayjobs.com/loblaw_vente_au_detail/job/3880-boul-Harvey-Jonquiere-QC/Caissier-re--TP_R2000042654', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://myview.wd3.mywork,1.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link text-red h3"" href=""mailto:recruitmentsupport@loblaw.ca"" rel=""noreferrer"" target=""_blank"">recruitmentsupport@loblaw.ca</a>","<a aria-label="""" class=""link text-red h3"" href=""mailto:recruitmentsupport@loblaw.ca"" rel=""noreferrer"" target=""_blank"">recruitmentsupport@loblaw.ca</a>",recruitmentsupport@loblaw.ca,mailto:recruitmentsupport@loblaw.ca,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link', 'text-red', 'h3'], 'mailto:recruitmentsupport@loblaw.ca', '_blank', ['noreferrer'], ''])","{'class': ['link', 'text-red', 'h3'], 'href': 'mailto:recruitmentsupport@loblaw.ca', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",mailto:recruitmentsupport,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://www.facebook.com/LoblawCompaniesLimited/"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on Facebook."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-facebook-icon-web.svg""/></a>","<a aria-label="""" class=""link"" href=""https://www.facebook.com/LoblawCompaniesLimited/"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on Facebook."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-facebook-icon-web.svg""/></a>",,https://www.facebook.com/LoblawCompaniesLimited/,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://www.facebook.com/LoblawCompaniesLimited/', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://www.facebook.com/LoblawCompaniesLimited/', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://www.facebook.com/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://twitter.com/loblawco?lang=en"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on Twitter."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-twitter-icon-web.svg""/></a>","<a aria-label="""" class=""link"" href=""https://twitter.com/loblawco?lang=en"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on Twitter."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-twitter-icon-web.svg""/></a>",,https://twitter.com/loblawco?lang=en,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://twitter.com/loblawco?lang=en', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://twitter.com/loblawco?lang=en', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://twitter.com/lobla,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""https://www.linkedin.com/company/loblaw-companies-limited/"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on LinkedIn."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-linkedin-icon-web.svg""/></a>","<a aria-label="""" class=""link"" href=""https://www.linkedin.com/company/loblaw-companies-limited/"" rel=""noreferrer"" target=""_blank""><img alt=""Find us on LinkedIn."" class=""section-social__icon"" src=""https://dis-prod.assetful.loblaw.ca/content/dam/loblaw-companies-limited/creative-assets/loblaw-ca/cropped-for-web/home/lcl-linkedin-icon-web.svg""/></a>",,https://www.linkedin.com/company/loblaw-companies-limited/,"dict_keys(['class', 'href', 'target', 'rel', 'aria-label'])","dict_values([['link'], 'https://www.linkedin.com/company/loblaw-companies-limited/', '_blank', ['noreferrer'], ''])","{'class': ['link'], 'href': 'https://www.linkedin.com/company/loblaw-companies-limited/', 'target': '_blank', 'rel': ['noreferrer'], 'aria-label': ''}",https://www.linkedin.com/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/who-we-are/"">Who we are</a>","<a aria-label="""" class=""link"" href=""/en/who-we-are/"">Who we are</a>",Who we are,/en/who-we-are/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/who-we-are/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/who-we-are/'}",/en/who-we-are/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/what-we-do/"">What we do</a>","<a aria-label="""" class=""link"" href=""/en/what-we-do/"">What we do</a>",What we do,/en/what-we-do/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/what-we-do/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/what-we-do/'}",/en/what-we-do/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/responsibility/"">Responsibility</a>","<a aria-label="""" class=""link"" href=""/en/responsibility/"">Responsibility</a>",Responsibility,/en/responsibility/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/responsibility/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/responsibility/'}",/en/responsibility/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/covid-19/"">COVID-19</a>","<a aria-label="""" class=""link"" href=""/en/covid-19/"">COVID-19</a>",COVID-19,/en/covid-19/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/covid-19/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/covid-19/'}",/en/covid-19/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/life-at-loblaw/"">Life at Loblaw</a>","<a aria-label="""" class=""link"" href=""/en/life-at-loblaw/"">Life at Loblaw</a>",Life at Loblaw,/en/life-at-loblaw/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/life-at-loblaw/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/life-at-loblaw/'}",/en/life-at-loblaw/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/working-with-us/"">Working with us</a>","<a aria-label="""" class=""link"" href=""/en/working-with-us/"">Working with us</a>",Working with us,/en/working-with-us/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/working-with-us/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/working-with-us/'}",/en/working-with-us/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/find-jobs/"">Find jobs</a>","<a aria-label="""" class=""link"" href=""/en/find-jobs/"">Find jobs</a>",Find jobs,/en/find-jobs/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/find-jobs/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/find-jobs/'}",/en/find-jobs/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/our-stories/"">Our stories</a>","<a aria-label="""" class=""link"" href=""/en/our-stories/"">Our stories</a>",Our stories,/en/our-stories/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/our-stories/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/our-stories/'}",/en/our-stories/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/releases-and-statements/"">Releases and statements</a>","<a aria-label="""" class=""link"" href=""/en/releases-and-statements/"">Releases and statements</a>",Releases and statements,/en/releases-and-statements/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/releases-and-statements/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/releases-and-statements/'}",/en/releases-and-statemen,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/investors-overview/"">Overview</a>","<a aria-label="""" class=""link"" href=""/en/investors-overview/"">Overview</a>",Overview,/en/investors-overview/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/investors-overview/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/investors-overview/'}",/en/investors-overview/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/investors-reports/"">Financial reports</a>","<a aria-label="""" class=""link"" href=""/en/investors-reports/"">Financial reports</a>",Financial reports,/en/investors-reports/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/investors-reports/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/investors-reports/'}",/en/investors-reports/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/investors-events/"">Events and presentations</a>","<a aria-label="""" class=""link"" href=""/en/investors-events/"">Events and presentations</a>",Events and presentations,/en/investors-events/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/investors-events/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/investors-events/'}",/en/investors-events/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link"" href=""/en/investors-stock-info/"">Stock information</a>","<a aria-label="""" class=""link"" href=""/en/investors-stock-info/"">Stock information</a>",Stock information,/en/investors-stock-info/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], '', '/en/investors-stock-info/'])","{'class': ['link'], 'aria-label': '', 'href': '/en/investors-stock-info/'}",/en/investors-stock-info/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label=""Français"" class=""link"" href=""/fr/find-jobs/""><span class=""text-grey"">FR</span></a>","<a aria-label=""Français"" class=""link"" href=""/fr/find-jobs/""><span class=""text-grey"">FR</span></a>",FR,/fr/find-jobs/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], 'Français', '/fr/find-jobs/'])","{'class': ['link'], 'aria-label': 'Français', 'href': '/fr/find-jobs/'}",/fr/find-jobs/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link text-underline text-grey"" href=""/en/accessibility/"">Accessibility</a>","<a aria-label="""" class=""link text-underline text-grey"" href=""/en/accessibility/"">Accessibility</a>",Accessibility,/en/accessibility/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link', 'text-underline', 'text-grey'], '', '/en/accessibility/'])","{'class': ['link', 'text-underline', 'text-grey'], 'aria-label': '', 'href': '/en/accessibility/'}",/en/accessibility/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link text-underline text-grey"" href=""/en/privacy-policy/"">Privacy</a>","<a aria-label="""" class=""link text-underline text-grey"" href=""/en/privacy-policy/"">Privacy</a>",Privacy,/en/privacy-policy/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link', 'text-underline', 'text-grey'], '', '/en/privacy-policy/'])","{'class': ['link', 'text-underline', 'text-grey'], 'aria-label': '', 'href': '/en/privacy-policy/'}",/en/privacy-policy/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link text-underline text-grey"" href=""/en/legal/"">Legal</a>","<a aria-label="""" class=""link text-underline text-grey"" href=""/en/legal/"">Legal</a>",Legal,/en/legal/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link', 'text-underline', 'text-grey'], '', '/en/legal/'])","{'class': ['link', 'text-underline', 'text-grey'], 'aria-label': '', 'href': '/en/legal/'}",/en/legal/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label="""" class=""link text-underline text-grey"" href=""/en/corporate-governance/"">Corporate governance</a>","<a aria-label="""" class=""link text-underline text-grey"" href=""/en/corporate-governance/"">Corporate governance</a>",Corporate governance,/en/corporate-governance/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link', 'text-underline', 'text-grey'], '', '/en/corporate-governance/'])","{'class': ['link', 'text-underline', 'text-grey'], 'aria-label': '', 'href': '/en/corporate-governance/'}",/en/corporate-governance/,0.0
loblaw,https://www.loblaw.ca/en/find-jobs?,"<a aria-label=""Français"" class=""link"" href=""/fr/find-jobs/""><span class=""text-grey"">FR</span></a>","<a aria-label=""Français"" class=""link"" href=""/fr/find-jobs/""><span class=""text-grey"">FR</span></a>",FR,/fr/find-jobs/,"dict_keys(['class', 'aria-label', 'href'])","dict_values([['link'], 'Français', '/fr/find-jobs/'])","{'class': ['link'], 'aria-label': 'Français', 'href': '/fr/find-jobs/'}",/fr/find-jobs/,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""chzn-single"" href=""javascript:void(0)"" tabindex=""-1""><div alt=""View in Language / Locale:"" class=""entypo globus"" title=""View in Language / Locale:"">🌎</div><span>English</span><div><b></b></div></a>","<a class=""chzn-single"" href=""javascript:void(0)"" tabindex=""-1""><div alt=""View in Language / Locale:"" class=""entypo globus"" title=""View in Language / Locale:"">🌎</div><span>English</span><div><b></b></div></a>",🌎English,javascript:void(0),"dict_keys(['href', 'class', 'tabindex'])","dict_values(['javascript:void(0)', ['chzn-single'], '-1'])","{'href': 'javascript:void(0)', 'class': ['chzn-single'], 'tabindex': '-1'}",javascript:void(0),0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""jSettings font_header_light settings_btn gray_btn"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/user/settings"">Settings</a>","<a class=""jSettings font_header_light settings_btn gray_btn"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/user/settings"">Settings</a>",Settings,https://eygbl.referrals.selectminds.com/experienced-opportunities/user/settings,"dict_keys(['href', 'class'])","dict_values(['https://eygbl.referrals.selectminds.com/experienced-opportunities/user/settings', ['jSettings', 'font_header_light', 'settings_btn', 'gray_btn']])","{'href': 'https://eygbl.referrals.selectminds.com/experienced-opportunities/user/settings', 'class': ['jSettings', 'font_header_light', 'settings_btn', 'gray_btn']}",https://eygbl.referrals.s,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a href=""https://eygbl.referrals.selectminds.com/student-opportunities/jobs/search/"">Click Here for Student Jobs</a>","<a href=""https://eygbl.referrals.selectminds.com/student-opportunities/jobs/search/"">Click Here for Student Jobs</a>",Click Here for Student Jobs,https://eygbl.referrals.selectminds.com/student-opportunities/jobs/search/,dict_keys(['href']),dict_values(['https://eygbl.referrals.selectminds.com/student-opportunities/jobs/search/']),{'href': 'https://eygbl.referrals.selectminds.com/student-opportunities/jobs/search/'},https://eygbl.referrals.s,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/"">
<img alt=""EY Careers"" class=""logo_img"" src=""https://eygbl.referrals.selectminds.com/media/client_13_s4_r0_v1522074694350_main.png""/>
</a>","<a href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/"">
<img alt=""EY Careers"" class=""logo_img"" src=""https://eygbl.referrals.selectminds.com/media/client_13_s4_r0_v1522074694350_main.png""/>
</a>","

",https://eygbl.referrals.selectminds.com/experienced-opportunities/,dict_keys(['href']),dict_values(['https://eygbl.referrals.selectminds.com/experienced-opportunities/']),{'href': 'https://eygbl.referrals.selectminds.com/experienced-opportunities/'},https://eygbl.referrals.s,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""nav_jobs font_nav selected"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/"">
<span class=""nav_txt"">Jobs</span>
</a>","<a class=""nav_jobs font_nav selected"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/"">
<span class=""nav_txt"">Jobs</span>
</a>","
Jobs
",https://eygbl.referrals.selectminds.com/experienced-opportunities/,"dict_keys(['href', 'class'])","dict_values(['https://eygbl.referrals.selectminds.com/experienced-opportunities/', ['nav_jobs', 'font_nav', 'selected']])","{'href': 'https://eygbl.referrals.selectminds.com/experienced-opportunities/', 'class': ['nav_jobs', 'font_nav', 'selected']}",https://eygbl.referrals.s,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""nav_help font_nav"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/info/help"">
<span class=""nav_txt"">Help</span>
</a>","<a class=""nav_help font_nav"" href=""https://eygbl.referrals.selectminds.com/experienced-opportunities/info/help"">
<span class=""nav_txt"">Help</span>
</a>","
Help
",https://eygbl.referrals.selectminds.com/experienced-opportunities/info/help,"dict_keys(['href', 'class'])","dict_values(['https://eygbl.referrals.selectminds.com/experienced-opportunities/info/help', ['nav_help', 'font_nav']])","{'href': 'https://eygbl.referrals.selectminds.com/experienced-opportunities/info/help', 'class': ['nav_help', 'font_nav']}",https://eygbl.referrals.s,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""jGeoLocErrorRetry cancel_btn"" href=""javascript:void(0)""><span class=""btn_txt"">No</span></a>","<a class=""jGeoLocErrorRetry cancel_btn"" href=""javascript:void(0)""><span class=""btn_txt"">No</span></a>",No,javascript:void(0),"dict_keys(['href', 'class'])","dict_values(['javascript:void(0)', ['jGeoLocErrorRetry', 'cancel_btn']])","{'href': 'javascript:void(0)', 'class': ['jGeoLocErrorRetry', 'cancel_btn']}",javascript:void(0),0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""jGeoLocErrorKeywordSearch generic_btn"" href=""javascript:void(0)""><span class=""btn_txt"">Yes</span></a>","<a class=""jGeoLocErrorKeywordSearch generic_btn"" href=""javascript:void(0)""><span class=""btn_txt"">Yes</span></a>",Yes,javascript:void(0),"dict_keys(['href', 'class'])","dict_values(['javascript:void(0)', ['jGeoLocErrorKeywordSearch', 'generic_btn']])","{'href': 'javascript:void(0)', 'class': ['jGeoLocErrorKeywordSearch', 'generic_btn']}",javascript:void(0),0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a aria-describedby=""filterLegendLabel"" aria-haspopup=""true"" class=""jPopover legend entypo"" data-original-title="""" href=""#""></a>","<a aria-describedby=""filterLegendLabel"" aria-haspopup=""true"" class=""jPopover legend entypo"" data-original-title="""" href=""#""></a>",,#,"dict_keys(['href', 'aria-haspopup', 'class', 'aria-describedby', 'data-original-title'])","dict_values(['#', 'true', ['jPopover', 'legend', 'entypo'], 'filterLegendLabel', ''])","{'href': '#', 'aria-haspopup': 'true', 'class': ['jPopover', 'legend', 'entypo'], 'aria-describedby': 'filterLegendLabel', 'data-original-title': ''}",#,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""jFilterRowLink filter_row_link"" data-href=""/ajax/jobs/98251636/remove/country/-1"" href=""#"">
<!-- /jobs/98251636/remove/country/-1 -->
<span class=""facet_name"">All</span>
<span class=""row_icon""></span>
</a>","<a class=""jFilterRowLink filter_row_link"" data-href=""/ajax/jobs/98251636/remove/country/-1"" href=""#"">
<!-- /jobs/98251636/remove/country/-1 -->
<span class=""facet_name"">All</span>
<span class=""row_icon""></span>
</a>","

All

",#,"dict_keys(['href', 'data-href', 'class'])","dict_values(['#', '/ajax/jobs/98251636/remove/country/-1', ['jFilterRowLink', 'filter_row_link']])","{'href': '#', 'data-href': '/ajax/jobs/98251636/remove/country/-1', 'class': ['jFilterRowLink', 'filter_row_link']}",#,0.0
Ernest & young,https://eygbl.referrals.selectminds.com/experienced-opportunities/jobs/search/98251636/,"<a class=""jFilterRowLink filter_row_link"" data-href=""/ajax/jobs/98251636/add/country/5540"" href=""#"">
<!-- /jobs/98251636/add/country/5540 -->
<span class=""facet_name"">Germany (1009)</span>
<span class=""row_icon""></span>
</a>","<a class=""jFilterRowLink filter_row_link"" data-href=""/ajax/jobs/98251636/add/country/5540"" href=""#"">
<!-- /jobs/98251636/add/country/5540 -->
<span class=""facet_name"">Germany (1009)</span>
<span class=""row_icon""></span>
</a>","

Germany (1009)

",#,"dict_keys(['href', 'data-href', 'class'])","dict_values(['#', '/ajax/jobs/98251636/add/country/5540', ['jFilterRowLink', 'filter_row_link']])","{'href': '#', 'data-href': '/ajax/jobs/98251636/add/country/5540', 'class': ['jFilterRowLink', 'filter_row_link']}",#,0.0
